汉堡薯条/炸鸡炸串,1124
披萨意面/其他西餐,1125
汉堡薯条/炸鸡炸串,1126
披萨意面/其他快餐,1127
沙拉/轻食/日式简餐,1128
汉堡薯条/炸鸡炸串,1129
汉堡薯条/三明治,1130
披萨意面/其他西餐,1131
其他快餐/沙拉/轻食,1132
汉堡薯条/炸鸡炸串,1133
三明治,1134
披萨意面,1135
三明治/沙拉/轻食,1136
三明治/奶茶果汁,1137
汉堡薯条/法国菜,1138
汉堡薯条/炸鸡炸串,1139
三明治/奶茶果汁,1140
汉堡薯条/炸鸡炸串,1141
汉堡薯条,1142
沙拉/轻食,1143
披萨意面,1144
披萨意面/其他西餐,1145
